x,y,threat
-1.3,-3,2.77803
-1.2,-3,2.94424
-1.1,-3,3.12362
-1,-3,3.31433
-0.9,-3,3.51388
-0.8,-3,3.71938
-0.7,-3,3.92776
-0.6,-3,4.13621
-0.5,-3,4.3426
-0.4,-3,4.54592
-0.3,-3,4.74674
-0.2,-3,4.94748
-0.1,-3,5.15255
0,-3,5.36812
0.1,-3,5.60171
0.2,-3,5.86124
0.3,-3,6.1539
0.4,-3,6.48473
0.5,-3,6.85514
0.6,-3,7.26159
0.7,-3,7.69466
0.8,-3,8.13872
0.9,-3,8.57244
1,-3,8.9701
1.1,-3,9.3037
1.2,-3,9.54566
1.3,-3,9.67177
1.4,-3,9.66391
1.5,-3,9.51234
1.6,-3,9.21697
1.7,-3,8.78761
1.8,-3,8.24305
1.9,-3,7.60913
2,-3,6.91616
2.1,-3,6.19596
2.2,-3,5.47902
2.3,-3,4.79211
2.4,-3,4.15647
2.5,-3,3.58699
2.6,-3,3.09202
2.7,-3,2.67392
2.8,-3,2.33013
2.9,-3,2.05444
3,-3,1.83832
3.1,-3,1.67221
3.2,-3,1.54646
3.3,-3,1.45212
3.4,-3,1.38138
3.5,-3,1.32778
3.6,-3,1.28623
3.7,-3,1.25291
3.8,-3,1.2251
3.9,-3,1.20094
4,-3,1.17927
4.1,-3,1.15939
4.2,-3,1.14092
4.3,-3,1.12372
4.4,-3,1.10775
4.5,-3,1.09302
4.6,-3,1.07957
4.7,-3,1.06741
4.8,-3,1.05657
4.9,-3,1.047
5,-3,1.03867
-5,-2.9,1.01134
-4.9,-2.9,1.01531
-4.8,-2.9,1.02046
-4.7,-2.9,1.02706
-4.6,-2.9,1.03544
-4.5,-2.9,1.04592
-4.4,-2.9,1.05892
-4.3,-2.9,1.07482
-4.2,-2.9,1.09404
-4.1,-2.9,1.11702
-4,-2.9,1.14414
-3.9,-2.9,1.17577
-3.8,-2.9,1.21219
-3.7,-2.9,1.25385
-3.6,-2.9,1.3059
-3.5,-2.9,1.4221
-3.4,-2.9,1.85076
-3.3,-2.9,2.90627
-3.2,-2.9,3.9444
-3.1,-2.9,3.69064
-3,-2.9,2.60841
-2.9,-2.9,1.9636
-2.8,-2.9,1.84829
-2.7,-2.9,1.89961
-2.6,-2.9,1.97375
-2.5,-2.9,2.04924
-2.4,-2.9,2.12465
-2.3,-2.9,2.20025
-2.2,-2.9,2.27674
-2.1,-2.9,2.3552
-2,-2.9,2.4371
-1.9,-2.9,2.52419
-1.8,-2.9,2.61843
-1.7,-2.9,2.72188
-1.6,-2.9,2.8365
-1.5,-2.9,2.96401
-1.4,-2.9,3.10567
-1.3,-2.9,3.26212
-1.2,-2.9,3.43326
-1.1,-2.9,3.61812
-1,-2.9,3.81489
-0.9,-2.9,4.02098
-0.8,-2.9,4.23318
-0.7,-2.9,4.448
-0.6,-2.9,4.66202
-0.5,-2.9,4.87237
-0.4,-2.9,5.07723
-0.3,-2.9,5.27624
-0.2,-2.9,5.4709
-0.1,-2.9,5.66471
0,-2.9,5.86305
0.1,-2.9,6.07274
0.2,-2.9,6.30128
0.3,-2.9,6.55568
0.4,-2.9,6.84116
0.5,-2.9,7.15971
0.6,-2.9,7.50878
0.7,-2.9,7.88035
0.8,-2.9,8.26062
0.9,-2.9,8.63037
1,-2.9,8.96616
1.1,-2.9,9.24235
1.2,-2.9,9.43355
1.3,-2.9,9.51742
1.4,-2.9,9.4773
1.5,-2.9,9.30426
1.6,-2.9,8.99841
1.7,-2.9,8.5691
1.8,-2.9,8.03406
1.9,-2.9,7.41763
2,-2.9,6.74829
2.1,-2.9,6.05588
2.2,-2.9,5.36897
2.3,-2.9,4.71251
2.4,-2.9,4.10627
2.5,-2.9,3.56394
2.6,-2.9,3.09306
2.7,-2.9,2.69553
2.8,-2.9,2.3686
2.9,-2.9,2.10612
3,-2.9,1.89979
3.1,-2.9,1.74038
3.2,-2.9,1.61864
3.3,-2.9,1.52605
3.4,-2.9,1.45518
3.5,-2.9,1.39993
3.6,-2.9,1.35556
3.7,-2.9,1.31855
3.8,-2.9,1.2864
3.9,-2.9,1.2575
4,-2.9,1.23085
4.1,-2.9,1.20591
4.2,-2.9,1.18244
4.3,-2.9,1.16039
4.4,-2.9,1.1398
4.5,-2.9,1.12075
4.6,-2.9,1.10332
4.7,-2.9,1.08755
4.8,-2.9,1.07347
4.9,-2.9,1.06105
5,-2.9,1.05023
-5,-2.8,1.01335
-4.9,-2.8,1.018
-4.8,-2.8,1.02403
-4.7,-2.8,1.03176
-4.6,-2.8,1.04155
-4.5,-2.8,1.05382
-4.4,-2.8,1.069
-4.3,-2.8,1.08757
-4.2,-2.8,1.11002
-4.1,-2.8,1.13685
-4,-2.8,1.16852
-3.9,-2.8,1.20544
-3.8,-2.8,1.24797
-3.7,-2.8,1.29658
-3.6,-2.8,1.35644
-3.5,-2.8,1.48123
-3.4,-2.8,1.91886
-3.3,-2.8,2.98318
-3.2,-2.8,4.03088
-3.1,-2.8,3.78927
-3,-2.8,2.72094
-2.9,-2.8,2.08971
-2.8,-2.8,1.98732
-2.7,-2.8,2.05129
-2.6,-2.8,2.13783
-2.5,-2.8,2.22533
-2.4,-2.8,2.31218
-2.3,-2.8,2.39849
-2.2,-2.8,2.48483
-2.1,-2.8,2.57219
-2,-2.8,2.66196
-1.9,-2.8,2.75586
-1.8,-2.8,2.85586
-1.7,-2.8,2.96403
-1.6,-2.8,3.08241
-1.5,-2.8,3.21278
-1.4,-2.8,3.35648
-1.3,-2.8,3.51425
-1.2,-2.8,3.68603
-1.1,-2.8,3.87093
-1,-2.8,4.06712
-0.9,-2.8,4.27198
-0.8,-2.8,4.4822
-0.7,-2.8,4.69414
-0.6,-2.8,4.90412
-0.5,-2.8,5.10896
-0.4,-2.8,5.30639
-0.3,-2.8,5.49557
-0.2,-2.8,5.67743
-0.1,-2.8,5.85483
0,-2.8,6.03251
0.1,-2.8,6.2167
0.2,-2.8,6.4144
0.3,-2.8,6.63235
0.4,-2.8,6.87575
0.5,-2.8,7.14694
0.6,-2.8,7.44419
0.7,-2.8,7.76075
0.8,-2.8,8.08454
0.9,-2.8,8.39847
1,-2.8,8.68151
1.1,-2.8,8.91051
1.2,-2.8,9.06248
1.3,-2.8,9.11716
1.4,-2.8,9.0594
1.5,-2.8,8.88115
1.6,-2.8,8.58261
1.7,-2.8,8.17243
1.8,-2.8,7.66694
1.9,-2.8,7.08852
2,-2.8,6.4633
2.1,-2.8,5.81866
2.2,-2.8,5.18072
2.3,-2.8,4.57224
2.4,-2.8,4.01117
2.5,-2.8,3.50984
2.6,-2.8,3.07488
2.7,-2.8,2.70774
2.8,-2.8,2.40559
2.9,-2.8,2.16248
3,-2.8,1.97057
3.1,-2.8,1.82118
3.2,-2.8,1.70566
3.3,-2.8,1.61611
3.4,-2.8,1.54569
3.5,-2.8,1.48882
3.6,-2.8,1.44124
3.7,-2.8,1.39981
3.8,-2.8,1.3624
3.9,-2.8,1.32768
4,-2.8,1.29489
4.1,-2.8,1.26369
4.2,-2.8,1.23401
4.3,-2.8,1.20594
4.4,-2.8,1.17962
4.5,-2.8,1.15521
4.6,-2.8,1.13283
4.7,-2.8,1.11258
4.8,-2.8,1.09449
4.9,-2.8,1.07852
5,-2.8,1.0646
-5,-2.7,1.01191
-4.9,-2.7,1.01601
-4.8,-2.7,1.02131
-4.7,-2.7,1.0281
-4.6,-2.7,1.03667
-4.5,-2.7,1.0474
-4.4,-2.7,1.06067
-4.3,-2.7,1.07689
-4.2,-2.7,1.09648
-4.1,-2.7,1.11989
-4,-2.7,1.14753
-3.9,-2.7,1.17977
-3.8,-2.7,1.21694
-3.7,-2.7,1.25947
-3.6,-2.7,1.31171
-3.5,-2.7,1.41834
-3.4,-2.7,1.78553
-3.3,-2.7,2.67428
-3.2,-2.7,3.54981
-3.1,-2.7,3.35406
-3,-2.7,2.47171
-2.9,-2.7,1.95362
-2.8,-2.7,1.87618
-2.7,-2.7,1.9381
-2.6,-2.7,2.01996
-2.5,-2.7,2.10389
-2.4,-2.7,2.18866
-2.3,-2.7,2.27449
-2.2,-2.7,2.36193
-2.1,-2.7,2.4519
-2,-2.7,2.54562
-1.9,-2.7,2.64456
-1.8,-2.7,2.75038
-1.7,-2.7,2.86478
-1.6,-2.7,2.98937
-1.5,-2.7,3.1255
-1.4,-2.7,3.27411
-1.3,-2.7,3.43553
-1.2,-2.7,3.60941
-1.1,-2.7,3.79458
-1,-2.7,3.98908
-0.9,-2.7,4.19021
-0.8,-2.7,4.39468
-0.7,-2.7,4.5989
-0.6,-2.7,4.79932
-0.5,-2.7,4.99286
-0.4,-2.7,5.17731
-0.3,-2.7,5.35183
-0.2,-2.7,5.5172
-0.1,-2.7,5.67607
0,-2.7,5.8328
0.1,-2.7,5.99323
0.2,-2.7,6.1639
0.3,-2.7,6.3512
0.4,-2.7,6.5602
0.5,-2.7,6.79337
0.6,-2.7,7.04954
0.7,-2.7,7.32302
0.8,-2.7,7.60326
0.9,-2.7,7.87515
1,-2.7,8.12001
1.1,-2.7,8.31715
1.2,-2.7,8.446
1.3,-2.7,8.48837
1.4,-2.7,8.43068
1.5,-2.7,8.26569
1.6,-2.7,7.99355
1.7,-2.7,7.62202
1.8,-2.7,7.16578
1.9,-2.7,6.6449
2,-2.7,6.08283
2.1,-2.7,5.50409
2.2,-2.7,4.93203
2.3,-2.7,4.38697
2.4,-2.7,3.88484
2.5,-2.7,3.43647
2.6,-2.7,3.04759
2.7,-2.7,2.7192
2.8,-2.7,2.44852
2.9,-2.7,2.22997
3,-2.7,2.05631
3.1,-2.7,1.91959
3.2,-2.7,1.81199
3.3,-2.7,1.72636
3.4,-2.7,1.65661
3.5,-2.7,1.59785
3.6,-2.7,1.54637
3.7,-2.7,1.49956
3.8,-2.7,1.45572
3.9,-2.7,1.41386
4,-2.7,1.37354
4.1,-2.7,1.33467
4.2,-2.7,1.29737
4.3,-2.7,1.26191
4.4,-2.7,1.22855
4.5,-2.7,1.19754
4.6,-2.7,1.1691
4.7,-2.7,1.14334
4.8,-2.7,1.12031
4.9,-2.7,1.09998
5,-2.7,1.08226
-5,-2.6,1.00848
-4.9,-2.6,1.01129
-4.8,-2.6,1.01491
-4.7,-2.6,1.01951
-4.6,-2.6,1.0253
-4.5,-2.6,1.0325
-4.4,-2.6,1.04138
-4.3,-2.6,1.05219
-4.2,-2.6,1.06524
-4.1,-2.6,1.08081
-4,-2.6,1.0992
-3.9,-2.6,1.12067
-3.8,-2.6,1.1455
-3.7,-2.6,1.17402
-3.6,-2.6,1.20933
-3.5,-2.6,1.28245
-3.4,-2.6,1.53625
-3.3,-2.6,2.15159
-3.2,-2.6,2.75844
-3.1,-2.6,2.62453
-3,-2.6,2.01643
-2.9,-2.6,1.66196
-2.8,-2.6,1.61431
-2.7,-2.6,1.66523
-2.6,-2.6,1.73236
-2.5,-2.6,1.80365
-2.4,-2.6,1.87853
-2.3,-2.6,1.95742
-2.2,-2.6,2.04092
-2.1,-2.6,2.12981
-2,-2.6,2.22502
-1.9,-2.6,2.32757
-1.8,-2.6,2.43852
-1.7,-2.6,2.55886
-1.6,-2.6,2.68943
-1.5,-2.6,2.83078
-1.4,-2.6,2.98307
-1.3,-2.6,3.14597
-1.2,-2.6,3.31853
-1.1,-2.6,3.49922
-1,-2.6,3.68587
-0.9,-2.6,3.8758
-0.8,-2.6,4.06593
-0.7,-2.6,4.25305
-0.6,-2.6,4.43411
-0.5,-2.6,4.60658
-0.4,-2.6,4.76882
-0.3,-2.6,4.92044
-0.2,-2.6,5.06256
-0.1,-2.6,5.19796
0,-2.6,5.33095
0.1,-2.6,5.46709
0.2,-2.6,5.61259
0.3,-2.6,5.77343
0.4,-2.6,5.95435
0.5,-2.6,6.1578
0.6,-2.6,6.3829
0.7,-2.6,6.62471
0.8,-2.6,6.87397
0.9,-2.6,7.11733
1,-2.6,7.33825
1.1,-2.6,7.51837
1.2,-2.6,7.63942
1.3,-2.6,7.68524
1.4,-2.6,7.64369
1.5,-2.6,7.50825
1.6,-2.6,7.27892
1.7,-2.6,6.96243
1.8,-2.6,6.57159
1.9,-2.6,6.12395
2,-2.6,5.64005
2.1,-2.6,5.14134
2.2,-2.6,4.64823
2.3,-2.6,4.1784
2.4,-2.6,3.74565
2.5,-2.6,3.35929
2.6,-2.6,3.02409
2.7,-2.6,2.7407
2.8,-2.6,2.50645
2.9,-2.6,2.31624
3,-2.6,2.16354
3.1,-2.6,2.0413
3.2,-2.6,1.9426
3.3,-2.6,1.86123
3.4,-2.6,1.79196
3.5,-2.6,1.73065
3.6,-2.6,1.67429
3.7,-2.6,1.62085
3.8,-2.6,1.56913
3.9,-2.6,1.51857
4,-2.6,1.46908
4.1,-2.6,1.42087
4.2,-2.6,1.37432
4.3,-2.6,1.32987
4.4,-2.6,1.28796
4.5,-2.6,1.24896
4.6,-2.6,1.21314
4.7,-2.6,1.18068
4.8,-2.6,1.15166
4.9,-2.6,1.12603
5,-2.6,1.1037
-5,-2.5,1.00571
-4.9,-2.5,1.00744
-4.8,-2.5,1.0096
-4.7,-2.5,1.01231
-4.6,-2.5,1.01564
-4.5,-2.5,1.01974
-4.4,-2.5,1.02471
-4.3,-2.5,1.03071
-4.2,-2.5,1.0379
-4.1,-2.5,1.04644
-4,-2.5,1.05651
-3.9,-2.5,1.06829
-3.8,-2.5,1.08199
-3.7,-2.5,1.09789
-3.6,-2.5,1.11789
-3.5,-2.5,1.16001
-3.4,-2.5,1.30681
-3.3,-2.5,1.66281
-3.2,-2.5,2.01495
-3.1,-2.5,1.94145
-3,-2.5,1.59634
-2.9,-2.5,1.39958
-2.8,-2.5,1.38226
-2.7,-2.5,1.42473
-2.6,-2.5,1.47992
-2.5,-2.5,1.54125
-2.4,-2.5,1.60872
-2.3,-2.5,1.6828
-2.2,-2.5,1.764
-2.1,-2.5,1.85283
-2,-2.5,1.94974
-1.9,-2.5,2.05515
-1.8,-2.5,2.16934
-1.7,-2.5,2.29245
-1.6,-2.5,2.42439
-1.5,-2.5,2.56481
-1.4,-2.5,2.71302
-1.3,-2.5,2.86799
-1.2,-2.5,3.02827
-1.1,-2.5,3.19205
-1,-2.5,3.35714
-0.9,-2.5,3.52113
-0.8,-2.5,3.68146
-0.7,-2.5,3.83567
-0.6,-2.5,3.98161
-0.5,-2.5,4.11774
-0.4,-2.5,4.24337
-0.3,-2.5,4.359
-0.2,-2.5,4.46641
-0.1,-2.5,4.5688
0,-2.5,4.67063
0.1,-2.5,4.77735
0.2,-2.5,4.89481
0.3,-2.5,5.02855
0.4,-2.5,5.18288
0.5,-2.5,5.36
0.6,-2.5,5.55909
0.7,-2.5,5.77576
0.8,-2.5,6.00175
0.9,-2.5,6.22525
1,-2.5,6.43162
1.1,-2.5,6.60466
1.2,-2.5,6.72826
1.3,-2.5,6.7881
1.4,-2.5,6.77342
1.5,-2.5,6.67829
1.6,-2.5,6.50246
1.7,-2.5,6.25152
1.8,-2.5,5.93628
1.9,-2.5,5.5717
2,-2.5,5.17528
2.1,-2.5,4.76529
2.2,-2.5,4.35908
2.3,-2.5,3.97165
2.4,-2.5,3.61462
2.5,-2.5,3.29573
2.6,-2.5,3.01881
2.7,-2.5,2.78417
2.8,-2.5,2.58926
2.9,-2.5,2.42953
3,-2.5,2.29925
3.1,-2.5,2.19228
3.2,-2.5,2.10273
3.3,-2.5,2.02536
3.4,-2.5,1.95587
3.5,-2.5,1.89097
3.6,-2.5,1.8284
3.7,-2.5,1.76677
3.8,-2.5,1.70544
3.9,-2.5,1.64435
4,-2.5,1.5838
4.1,-2.5,1.52436
4.2,-2.5,1.46668
4.3,-2.5,1.41144
4.4,-2.5,1.35927
4.5,-2.5,1.31066
4.6,-2.5,1.26599
4.7,-2.5,1.2255
4.8,-2.5,1.18928
4.9,-2.5,1.15731
5,-2.5,1.12943
-5,-2.4,1.00509
-4.9,-2.4,1.0064
-4.8,-2.4,1.00798
-4.7,-2.4,1.00987
-4.6,-2.4,1.01211
-4.5,-2.4,1.01477
-4.4,-2.4,1.01789
-4.3,-2.4,1.02155
-4.2,-2.4,1.02583
-4.1,-2.4,1.03083
-4,-2.4,1.03668
-3.9,-2.4,1.04351
-3.8,-2.4,1.05152
-3.7,-2.4,1.06096
-3.6,-2.4,1.0729
-3.5,-2.4,1.09622
-3.4,-2.4,1.1708
-3.3,-2.4,1.34712
-3.2,-2.4,1.52329
-3.1,-2.4,1.49723
-3,-2.4,1.34334
-2.9,-2.4,1.26368
-2.8,-2.4,1.27364
-2.7,-2.4,1.31623
-2.6,-2.4,1.36928
-2.5,-2.4,1.42996
-2.4,-2.4,1.49851
-2.3,-2.4,1.57526
-2.2,-2.4,1.66044
-2.1,-2.4,1.75409
-2,-2.4,1.85607
-1.9,-2.4,1.96603
-1.8,-2.4,2.08342
-1.7,-2.4,2.20745
-1.6,-2.4,2.33711
-1.5,-2.4,2.47115
-1.4,-2.4,2.60814
-1.3,-2.4,2.74644
-1.2,-2.4,2.88423
-1.1,-2.4,3.01961
-1,-2.4,3.15061
-0.9,-2.4,3.27532
-0.8,-2.4,3.39198
-0.7,-2.4,3.49915
-0.6,-2.4,3.59587
-0.5,-2.4,3.68185
-0.4,-2.4,3.75767
-0.3,-2.4,3.82489
-0.2,-2.4,3.88623
-0.1,-2.4,3.94546
0,-2.4,4.00734
0.1,-2.4,4.07727
0.2,-2.4,4.1608
0.3,-2.4,4.26302
0.4,-2.4,4.38777
0.5,-2.4,4.53692
0.6,-2.4,4.70961
0.7,-2.4,4.90182
0.8,-2.4,5.10617
0.9,-2.4,5.3122
1,-2.4,5.50703
1.1,-2.4,5.67646
1.2,-2.4,5.80636
1.3,-2.4,5.88417
1.4,-2.4,5.90035
1.5,-2.4,5.84951
1.6,-2.4,5.73108
1.7,-2.4,5.54942
1.8,-2.4,5.31335
1.9,-2.4,5.0352
2,-2.4,4.72939
2.1,-2.4,4.41102
2.2,-2.4,4.09438
2.3,-2.4,3.79177
2.4,-2.4,3.5126
2.5,-2.4,3.26304
2.6,-2.4,3.04596
2.7,-2.4,2.8613
2.8,-2.4,2.70664
2.9,-2.4,2.57794
3,-2.4,2.47025
3.1,-2.4,2.37839
3.2,-2.4,2.29746
3.3,-2.4,2.22324
3.4,-2.4,2.15237
3.5,-2.4,2.08245
3.6,-2.4,2.01199
3.7,-2.4,1.94031
3.8,-2.4,1.86739
3.9,-2.4,1.79367
4,-2.4,1.71994
4.1,-2.4,1.64712
4.2,-2.4,1.57622
4.3,-2.4,1.50818
4.4,-2.4,1.44382
4.5,-2.4,1.38382
4.6,-2.4,1.32866
4.7,-2.4,1.27864
4.8,-2.4,1.23389
4.9,-2.4,1.19438
5,-2.4,1.15994
-5,-2.3,1.0066
-4.9,-2.3,1.00815
-4.8,-2.3,1.00995
-4.7,-2.3,1.01204
-4.6,-2.3,1.01445
-4.5,-2.3,1.01719
-4.4,-2.3,1.02031
-4.3,-2.3,1.02384
-4.2,-2.3,1.02784
-4.1,-2.3,1.03239
-4,-2.3,1.03761
-3.9,-2.3,1.04363
-3.8,-2.3,1.05067
-3.7,-2.3,1.059
-3.6,-2.3,1.06928
-3.5,-2.3,1.08534
-3.4,-2.3,1.12347
-3.3,-2.3,1.20428
-3.2,-2.3,1.28751
-3.1,-2.3,1.29291
-3,-2.3,1.2508
-2.9,-2.3,1.2425
-2.8,-2.3,1.27472
-2.7,-2.3,1.32522
-2.6,-2.3,1.38553
-2.5,-2.3,1.45483
-2.4,-2.3,1.53335
-2.3,-2.3,1.62115
-2.2,-2.3,1.71803
-2.1,-2.3,1.82347
-2,-2.3,1.93661
-1.9,-2.3,2.0563
-1.8,-2.3,2.18105
-1.7,-2.3,2.30912
-1.6,-2.3,2.43855
-1.5,-2.3,2.56723
-1.4,-2.3,2.69296
-1.3,-2.3,2.81353
-1.2,-2.3,2.92685
-1.1,-2.3,3.03096
-1,-2.3,3.12419
-0.9,-2.3,3.20522
-0.8,-2.3,3.27316
-0.7,-2.3,3.32769
-0.6,-2.3,3.36913
-0.5,-2.3,3.39855
-0.4,-2.3,3.41785
-0.3,-2.3,3.42981
-0.2,-2.3,3.43812
-0.1,-2.3,3.44727
0,-2.3,3.46239
0.1,-2.3,3.48894
0.2,-2.3,3.53228
0.3,-2.3,3.59713
0.4,-2.3,3.68695
0.5,-2.3,3.80331
0.6,-2.3,3.94535
0.7,-2.3,4.10943
0.8,-2.3,4.28902
0.9,-2.3,4.47493
1,-2.3,4.65597
1.1,-2.3,4.81981
1.2,-2.3,4.95422
1.3,-2.3,5.04827
1.4,-2.3,5.09358
1.5,-2.3,5.0852
1.6,-2.3,5.0222
1.7,-2.3,4.90776
1.8,-2.3,4.74873
1.9,-2.3,4.55481
2,-2.3,4.33748
2.1,-2.3,4.10871
2.2,-2.3,3.87979
2.3,-2.3,3.66033
2.4,-2.3,3.4576
2.5,-2.3,3.27616
2.6,-2.3,3.11789
2.7,-2.3,2.98231
2.8,-2.3,2.86707
2.9,-2.3,2.76857
3,-2.3,2.68259
3.1,-2.3,2.60483
3.2,-2.3,2.53135
3.3,-2.3,2.45891
3.4,-2.3,2.38509
3.5,-2.3,2.30837
3.6,-2.3,2.22807
3.7,-2.3,2.14423
3.8,-2.3,2.05747
3.9,-2.3,1.96881
4,-2.3,1.87952
4.1,-2.3,1.79099
4.2,-2.3,1.70457
4.3,-2.3,1.62151
4.4,-2.3,1.54287
4.5,-2.3,1.46952
4.6,-2.3,1.40206
4.7,-2.3,1.34088
4.8,-2.3,1.28615
4.9,-2.3,1.23781
5,-2.3,1.19568
-5,-2.2,1.00992
-4.9,-2.2,1.01218
-4.8,-2.2,1.01481
-4.7,-2.2,1.01781
-4.6,-2.2,1.02122
-4.5,-2.2,1.02506
-4.4,-2.2,1.02935
-4.3,-2.2,1.03412
-4.2,-2.2,1.03944
-4.1,-2.2,1.04538
-4,-2.2,1.05205
-3.9,-2.2,1.05963
-3.8,-2.2,1.06836
-3.7,-2.2,1.07856
-3.6,-2.2,1.09077
-3.5,-2.2,1.10663
-3.4,-2.2,1.13206
-3.3,-2.2,1.17447
-3.2,-2.2,1.2211
-3.1,-2.2,1.24595
-3,-2.2,1.25983
-2.9,-2.2,1.29057
-2.8,-2.2,1.34112
-2.7,-2.2,1.40469
-2.6,-2.2,1.47895
-2.5,-2.2,1.56392
-2.4,-2.2,1.65971
-2.3,-2.2,1.76606
-2.2,-2.2,1.88232
-2.1,-2.2,2.00734
-2,-2.2,2.13952
-1.9,-2.2,2.2768
-1.8,-2.2,2.41674
-1.7,-2.2,2.55656
-1.6,-2.2,2.69329
-1.5,-2.2,2.82386
-1.4,-2.2,2.94524
-1.3,-2.2,3.05461
-1.2,-2.2,3.14946
-1.1,-2.2,3.22775
-1,-2.2,3.28799
-0.9,-2.2,3.32937
-0.8,-2.2,3.35181
-0.7,-2.2,3.35604
-0.6,-2.2,3.34359
-0.5,-2.2,3.31684
-0.4,-2.2,3.279
-0.3,-2.2,3.23407
-0.2,-2.2,3.18675
-0.1,-2.2,3.14231
0,-2.2,3.10635
0.1,-2.2,3.08453
0.2,-2.2,3.08217
0.3,-2.2,3.10379
0.4,-2.2,3.15263
0.5,-2.2,3.23014
0.6,-2.2,3.3356
0.7,-2.2,3.46582
0.8,-2.2,3.61518
0.9,-2.2,3.77577
1,-2.2,3.93801
1.1,-2.2,4.09139
1.2,-2.2,4.22545
1.3,-2.2,4.3308
1.4,-2.2,4.40011
1.5,-2.2,4.42884
1.6,-2.2,4.41572
1.7,-2.2,4.36273
1.8,-2.2,4.27486
1.9,-2.2,4.15934
2,-2.2,4.02479
2.1,-2.2,3.8802
2.2,-2.2,3.734
2.3,-2.2,3.59321
2.4,-2.2,3.46296
2.5,-2.2,3.34624
2.6,-2.2,3.2439
2.7,-2.2,3.15498
2.8,-2.2,3.07709
2.9,-2.2,3.00699
3,-2.2,2.94105
3.1,-2.2,2.87577
3.2,-2.2,2.8081
3.3,-2.2,2.7357
3.4,-2.2,2.65705
3.5,-2.2,2.57149
3.6,-2.2,2.47915
3.7,-2.2,2.38081
3.8,-2.2,2.27776
3.9,-2.2,2.17165
4,-2.2,2.06428
4.1,-2.2,1.9575
4.2,-2.2,1.85309
4.3,-2.2,1.75263
4.4,-2.2,1.65747
4.5,-2.2,1.56866
4.6,-2.2,1.48698
4.7,-2.2,1.41289
4.8,-2.2,1.34659
4.9,-2.2,1.28805
5,-2.2,1.23702
-5,-2.1,1.01506
-4.9,-2.1,1.01847
-4.8,-2.1,1.02241
-4.7,-2.1,1.02692
-4.6,-2.1,1.032
-4.5,-2.1,1.03769
-4.4,-2.1,1.044
-4.3,-2.1,1.05097
-4.2,-2.1,1.05864
-4.1,-2.1,1.0671
-4,-2.1,1.07647
-3.9,-2.1,1.08695
-3.8,-2.1,1.09882
-3.7,-2.1,1.11247
-3.6,-2.1,1.12845
-3.5,-2.1,1.14773
-3.4,-2.1,1.17257
-3.3,-2.1,1.20577
-3.2,-2.1,1.24464
-3.1,-2.1,1.28292
-3,-2.1,1.32458
-2.9,-2.1,1.37832
-2.8,-2.1,1.44589
-2.7,-2.1,1.52622
-2.6,-2.1,1.61925
-2.5,-2.1,1.72531
-2.4,-2.1,1.84437
-2.3,-2.1,1.97591
-2.2,-2.1,2.11879
-2.1,-2.1,2.27124
-2,-2.1,2.43087
-1.9,-2.1,2.59468
-1.8,-2.1,2.75918
-1.7,-2.1,2.92049
-1.6,-2.1,3.07451
-1.5,-2.1,3.21709
-1.4,-2.1,3.34425
-1.3,-2.1,3.45237
-1.2,-2.1,3.53842
-1.1,-2.1,3.60007
-1,-2.1,3.63588
-0.9,-2.1,3.64541
-0.8,-2.1,3.62923
-0.7,-2.1,3.58897
-0.6,-2.1,3.52726
-0.5,-2.1,3.44771
-0.4,-2.1,3.3548
-0.3,-2.1,3.25369
-0.2,-2.1,3.15015
-0.1,-2.1,3.05028
0,-2.1,2.96028
0.1,-2.1,2.88616
0.2,-2.1,2.8334
0.3,-2.1,2.80654
0.4,-2.1,2.80881
0.5,-2.1,2.84174
0.6,-2.1,2.90489
0.7,-2.1,2.99569
0.8,-2.1,3.1094
0.9,-2.1,3.23945
1,-2.1,3.37778
1.1,-2.1,3.51558
1.2,-2.1,3.64403
1.3,-2.1,3.75516
1.4,-2.1,3.84257
1.5,-2.1,3.90208
1.6,-2.1,3.93205
1.7,-2.1,3.93338
1.8,-2.1,3.90927
1.9,-2.1,3.86465
2,-2.1,3.80551
2.1,-2.1,3.73804
2.2,-2.1,3.66794
2.3,-2.1,3.59982
2.4,-2.1,3.53674
2.5,-2.1,3.48014
2.6,-2.1,3.42983
2.7,-2.1,3.38427
2.8,-2.1,3.34096
2.9,-2.1,3.29686
3,-2.1,3.24885
3.1,-2.1,3.19407
3.2,-2.1,3.13027
3.3,-2.1,3.05591
3.4,-2.1,2.97035
3.5,-2.1,2.87374
3.6,-2.1,2.76701
3.7,-2.1,2.65169
3.8,-2.1,2.52978
3.9,-2.1,2.40357
4,-2.1,2.27544
4.1,-2.1,2.14777
4.2,-2.1,2.02277
4.3,-2.1,1.90242
4.4,-2.1,1.78837
4.5,-2.1,1.68191
4.6,-2.1,1.58397
4.7,-2.1,1.49513
4.8,-2.1,1.41563
4.9,-2.1,1.34543
5,-2.1,1.28423
-5,-2,1.02239
-4.9,-2,1.02745
-4.8,-2,1.03328
-4.7,-2,1.03993
-4.6,-2,1.04742
-4.5,-2,1.05576
-4.4,-2,1.06498
-4.3,-2,1.07508
-4.2,-2,1.08611
-4.1,-2,1.09814
-4,-2,1.1113
-3.9,-2,1.12581
-3.8,-2,1.14198
-3.7,-2,1.16028
-3.6,-2,1.18134
-3.5,-2,1.20603
-3.4,-2,1.23567
-3.3,-2,1.27188
-3.2,-2,1.31514
-3.1,-2,1.36524
