x,y,threat
-0.2,-4,1.16832
-0.1,-4,1.2367
0,-4,1.32729
0.1,-4,1.44425
0.2,-4,1.59128
0.3,-4,1.77105
0.4,-4,1.9846
0.5,-4,2.23074
0.6,-4,2.50552
0.7,-4,2.80194
0.8,-4,3.10993
0.9,-4,3.41676
1,-4,3.70775
1.1,-4,3.96737
1.2,-4,4.18062
1.3,-4,4.3344
1.4,-4,4.41889
1.5,-4,4.42855
1.6,-4,4.36275
1.7,-4,4.2258
1.8,-4,4.02654
1.9,-4,3.77735
2,-4,3.49288
2.1,-4,3.18866
2.2,-4,2.87971
2.3,-4,2.57934
2.4,-4,2.29834
2.5,-4,2.04452
2.6,-4,1.82257
2.7,-4,1.63436
2.8,-4,1.47935
2.9,-4,1.35521
3,-4,1.25846
3.1,-4,1.185
3.2,-4,1.13061
3.3,-4,1.09129
3.4,-4,1.06351
3.5,-4,1.04428
3.6,-4,1.03119
3.7,-4,1.02241
3.8,-4,1.01654
3.9,-4,1.01261
4,-4,1.00994
4.1,-4,1.00805
4.2,-4,1.00667
4.3,-4,1.00561
4.4,-4,1.00475
4.5,-4,1.00403
4.6,-4,1.00341
4.7,-4,1.00287
4.8,-4,1.0024
4.9,-4,1.00199
5,-4,1.00163
-5,-3.9,1
-4.9,-3.9,1
-4.8,-3.9,1
-4.7,-3.9,1
-4.6,-3.9,1
-4.5,-3.9,1
-4.4,-3.9,1
-4.3,-3.9,1
-4.2,-3.9,1
-4.1,-3.9,1
-4,-3.9,1
-3.9,-3.9,1.00001
-3.8,-3.9,1.00001
-3.7,-3.9,1.00001
-3.6,-3.9,1.00002
-3.5,-3.9,1.00003
-3.4,-3.9,1.00006
-3.3,-3.9,1.00012
-3.2,-3.9,1.00018
-3.1,-3.9,1.0002
-3,-3.9,1.0002
-2.9,-3.9,1.00023
-2.8,-3.9,1.0003
-2.7,-3.9,1.0004
-2.6,-3.9,1.00054
-2.5,-3.9,1.00072
-2.4,-3.9,1.00094
-2.3,-3.9,1.00123
-2.2,-3.9,1.00159
-2.1,-3.9,1.00204
-2,-3.9,1.00259
-1.9,-3.9,1.00325
-1.8,-3.9,1.00404
-1.7,-3.9,1.00498
-1.6,-3.9,1.0061
-1.5,-3.9,1.00741
-1.4,-3.9,1.00897
-1.3,-3.9,1.01085
-1.2,-3.9,1.01316
-1.1,-3.9,1.01609
-1,-3.9,1.01995
-0.9,-3.9,1.02522
-0.8,-3.9,1.03261
-0.7,-3.9,1.04318
-0.6,-3.9,1.05843
-0.5,-3.9,1.08039
-0.4,-3.9,1.11173
-0.3,-3.9,1.15584
-0.2,-3.9,1.21675
-0.1,-3.9,1.29913
0,-3.9,1.40799
0.1,-3.9,1.5483
0.2,-3.9,1.7245
0.3,-3.9,1.93982
0.4,-3.9,2.19551
0.5,-3.9,2.49016
0.6,-3.9,2.81905
0.7,-3.9,3.1738
0.8,-3.9,3.54239
0.9,-3.9,3.90955
1,-3.9,4.25769
1.1,-3.9,4.56824
1.2,-3.9,4.82318
1.3,-3.9,5.00686
1.4,-3.9,5.10747
1.5,-3.9,5.1184
1.6,-3.9,5.03889
1.7,-3.9,4.87412
1.8,-3.9,4.63469
1.9,-3.9,4.33543
2,-3.9,3.99393
2.1,-3.9,3.62881
2.2,-3.9,3.25806
2.3,-3.9,2.89765
2.4,-3.9,2.56053
2.5,-3.9,2.25601
2.6,-3.9,1.98976
2.7,-3.9,1.76397
2.8,-3.9,1.57801
2.9,-3.9,1.42909
3,-3.9,1.313
3.1,-3.9,1.22483
3.2,-3.9,1.15951
3.3,-3.9,1.11227
3.4,-3.9,1.07883
3.5,-3.9,1.05564
3.6,-3.9,1.0398
3.7,-3.9,1.02911
3.8,-3.9,1.02191
3.9,-3.9,1.01703
4,-3.9,1.01364
4.1,-3.9,1.01121
4.2,-3.9,1.00939
4.3,-3.9,1.00795
4.4,-3.9,1.00676
4.5,-3.9,1.00575
4.6,-3.9,1.00488
4.7,-3.9,1.00411
4.8,-3.9,1.00344
4.9,-3.9,1.00285
5,-3.9,1.00234
-5,-3.8,1
-4.9,-3.8,1
-4.8,-3.8,1
-4.7,-3.8,1
-4.6,-3.8,1
-4.5,-3.8,1
-4.4,-3.8,1
-4.3,-3.8,1
-4.2,-3.8,1
-4.1,-3.8,1.00001
-4,-3.8,1.00001
-3.9,-3.8,1.00001
-3.8,-3.8,1.00002
-3.7,-3.8,1.00003
-3.6,-3.8,1.00005
-3.5,-3.8,1.00008
-3.4,-3.8,1.00021
-3.3,-3.8,1.00051
-3.2,-3.8,1.00083
-3.1,-3.8,1.00081
-3,-3.8,1.00061
-2.9,-3.8,1.00055
-2.8,-3.8,1.00068
-2.7,-3.8,1.00092
-2.6,-3.8,1.00124
-2.5,-3.8,1.00166
-2.4,-3.8,1.00219
-2.3,-3.8,1.00286
-2.2,-3.8,1.00371
-2.1,-3.8,1.00476
-2,-3.8,1.00605
-1.9,-3.8,1.00761
-1.8,-3.8,1.00947
-1.7,-3.8,1.01167
-1.6,-3.8,1.01424
-1.5,-3.8,1.01723
-1.4,-3.8,1.02068
-1.3,-3.8,1.02468
-1.2,-3.8,1.02935
-1.1,-3.8,1.03488
-1,-3.8,1.0416
-0.9,-3.8,1.05003
-0.8,-3.8,1.06097
-0.7,-3.8,1.07559
-0.6,-3.8,1.0956
-0.5,-3.8,1.12331
-0.4,-3.8,1.16179
-0.3,-3.8,1.21496
-0.2,-3.8,1.2875
-0.1,-3.8,1.38484
0,-3.8,1.51281
0.1,-3.8,1.67725
0.2,-3.8,1.88336
0.3,-3.8,2.13491
0.4,-3.8,2.43344
0.5,-3.8,2.77731
0.6,-3.8,3.16104
0.7,-3.8,3.57489
0.8,-3.8,4.0048
0.9,-3.8,4.43296
1,-3.8,4.83883
1.1,-3.8,5.20065
1.2,-3.8,5.49741
1.3,-3.8,5.71075
1.4,-3.8,5.82691
1.5,-3.8,5.83813
1.6,-3.8,5.74355
1.7,-3.8,5.54924
1.8,-3.8,5.26762
1.9,-3.8,4.91607
2,-3.8,4.51517
2.1,-3.8,4.08674
2.2,-3.8,3.65184
2.3,-3.8,3.22917
2.4,-3.8,2.83387
2.5,-3.8,2.47685
2.6,-3.8,2.16472
2.7,-3.8,1.90004
2.8,-3.8,1.68205
2.9,-3.8,1.50747
3,-3.8,1.37135
3.1,-3.8,1.26793
3.2,-3.8,1.19127
3.3,-3.8,1.13576
3.4,-3.8,1.09642
3.5,-3.8,1.06904
3.6,-3.8,1.05027
3.7,-3.8,1.03751
3.8,-3.8,1.02882
3.9,-3.8,1.02284
4,-3.8,1.01861
4.1,-3.8,1.0155
4.2,-3.8,1.0131
4.3,-3.8,1.01117
4.4,-3.8,1.00954
4.5,-3.8,1.00814
4.6,-3.8,1.00691
4.7,-3.8,1.00583
4.8,-3.8,1.00488
4.9,-3.8,1.00405
5,-3.8,1.00333
-5,-3.7,1
-4.9,-3.7,1
-4.8,-3.7,1
-4.7,-3.7,1
-4.6,-3.7,1
-4.5,-3.7,1
-4.4,-3.7,1.00001
-4.3,-3.7,1.00001
-4.2,-3.7,1.00001
-4.1,-3.7,1.00001
-4,-3.7,1.00002
-3.9,-3.7,1.00003
-3.8,-3.7,1.00004
-3.7,-3.7,1.00006
-3.6,-3.7,1.0001
-3.5,-3.7,1.00023
-3.4,-3.7,1.00081
-3.3,-3.7,1.00227
-3.2,-3.7,1.00373
-3.1,-3.7,1.00344
-3,-3.7,1.00206
-2.9,-3.7,1.00135
-2.8,-3.7,1.00149
-2.7,-3.7,1.00198
-2.6,-3.7,1.00267
-2.5,-3.7,1.00357
-2.4,-3.7,1.00473
-2.3,-3.7,1.0062
-2.2,-3.7,1.00804
-2.1,-3.7,1.01034
-2,-3.7,1.01314
-1.9,-3.7,1.01653
-1.8,-3.7,1.02058
-1.7,-3.7,1.02536
-1.6,-3.7,1.03092
-1.5,-3.7,1.03733
-1.4,-3.7,1.04464
-1.3,-3.7,1.05294
-1.2,-3.7,1.06232
-1.1,-3.7,1.07298
-1,-3.7,1.08522
-0.9,-3.7,1.09954
-0.8,-3.7,1.11675
-0.7,-3.7,1.13811
-0.6,-3.7,1.16542
-0.5,-3.7,1.20122
-0.4,-3.7,1.2489
-0.3,-3.7,1.31282
-0.2,-3.7,1.39826
-0.1,-3.7,1.51133
0,-3.7,1.65867
0.1,-3.7,1.84693
0.2,-3.7,2.08207
0.3,-3.7,2.36845
0.4,-3.7,2.70787
0.5,-3.7,3.09855
0.6,-3.7,3.53433
0.7,-3.7,4.00416
0.8,-3.7,4.49208
0.9,-3.7,4.97783
1,-3.7,5.43799
1.1,-3.7,5.8478
1.2,-3.7,6.18327
1.3,-3.7,6.42348
1.4,-3.7,6.55273
1.5,-3.7,6.56219
1.6,-3.7,6.45089
1.7,-3.7,6.22581
1.8,-3.7,5.90114
1.9,-3.7,5.49677
2,-3.7,5.03625
2.1,-3.7,4.54451
2.2,-3.7,4.04563
2.3,-3.7,3.56098
2.4,-3.7,3.10785
2.5,-3.7,2.69871
2.6,-3.7,2.34106
2.7,-3.7,2.03781
2.8,-3.7,1.78807
2.9,-3.7,1.58803
3,-3.7,1.43204
3.1,-3.7,1.31347
3.2,-3.7,1.22552
3.3,-3.7,1.16174
3.4,-3.7,1.11644
3.5,-3.7,1.0848
3.6,-3.7,1.06298
3.7,-3.7,1.04801
3.8,-3.7,1.0377
3.9,-3.7,1.03046
4,-3.7,1.02522
4.1,-3.7,1.02127
4.2,-3.7,1.01814
4.3,-3.7,1.01556
4.4,-3.7,1.01335
4.5,-3.7,1.01142
4.6,-3.7,1.00971
4.7,-3.7,1.0082
4.8,-3.7,1.00687
4.9,-3.7,1.0057
5,-3.7,1.00468
-5,-3.6,1
-4.9,-3.6,1
-4.8,-3.6,1
-4.7,-3.6,1.00001
-4.6,-3.6,1.00001
-4.5,-3.6,1.00001
-4.4,-3.6,1.00001
-4.3,-3.6,1.00002
-4.2,-3.6,1.00003
-4.1,-3.6,1.00004
-4,-3.6,1.00005
-3.9,-3.6,1.00007
-3.8,-3.6,1.0001
-3.7,-3.6,1.00014
-3.6,-3.6,1.00024
-3.5,-3.6,1.00071
-3.4,-3.6,1.00306
-3.3,-3.6,1.00919
-3.2,-3.6,1.01526
-3.1,-3.6,1.01364
-3,-3.6,1.00716
-2.9,-3.6,1.00344
-2.8,-3.6,1.0031
-2.7,-3.6,1.00401
-2.6,-3.6,1.00539
-2.5,-3.6,1.0072
-2.4,-3.6,1.00953
-2.3,-3.6,1.01249
-2.2,-3.6,1.01621
-2.1,-3.6,1.02082
-2,-3.6,1.02647
-1.9,-3.6,1.03329
-1.8,-3.6,1.04144
-1.7,-3.6,1.05103
-1.6,-3.6,1.06218
-1.5,-3.6,1.07498
-1.4,-3.6,1.08949
-1.3,-3.6,1.10577
-1.2,-3.6,1.12389
-1.1,-3.6,1.14396
-1,-3.6,1.16619
-0.9,-3.6,1.19101
-0.8,-3.6,1.21911
-0.7,-3.6,1.25169
-0.6,-3.6,1.29054
-0.5,-3.6,1.33826
-0.4,-3.6,1.39841
-0.3,-3.6,1.47564
-0.2,-3.6,1.57568
-0.1,-3.6,1.70522
0,-3.6,1.87156
0.1,-3.6,2.08209
0.2,-3.6,2.34349
0.3,-3.6,2.6607
0.4,-3.6,3.03584
0.5,-3.6,3.46708
0.6,-3.6,3.94773
0.7,-3.6,4.46565
0.8,-3.6,5.00324
0.9,-3.6,5.53806
1,-3.6,6.04415
1.1,-3.6,6.49404
1.2,-3.6,6.86107
1.3,-3.6,7.122
1.4,-3.6,7.2594
1.5,-3.6,7.26347
1.6,-3.6,7.13318
1.7,-3.6,6.87635
1.8,-3.6,6.50885
1.9,-3.6,6.05289
2,-3.6,5.53478
2.1,-3.6,4.98232
2.2,-3.6,4.42239
2.3,-3.6,3.87881
2.4,-3.6,3.37085
2.5,-3.6,2.91238
2.6,-3.6,2.51171
2.7,-3.6,2.17206
2.8,-3.6,1.89235
2.9,-3.6,1.6683
3,-3.6,1.49354
3.1,-3.6,1.36064
3.2,-3.6,1.26194
3.3,-3.6,1.19026
3.4,-3.6,1.13918
3.5,-3.6,1.10335
3.6,-3.6,1.07846
3.7,-3.6,1.06119
3.8,-3.6,1.04909
3.9,-3.6,1.04042
4,-3.6,1.03399
4.1,-3.6,1.02899
4.2,-3.6,1.02492
4.3,-3.6,1.02149
4.4,-3.6,1.0185
4.5,-3.6,1.01585
4.6,-3.6,1.0135
4.7,-3.6,1.01141
4.8,-3.6,1.00956
4.9,-3.6,1.00794
5,-3.6,1.00653
-5,-3.5,1.00001
-4.9,-3.5,1.00002
-4.8,-3.5,1.00002
-4.7,-3.5,1.00003
-4.6,-3.5,1.00004
-4.5,-3.5,1.00005
-4.4,-3.5,1.00006
-4.3,-3.5,1.00008
-4.2,-3.5,1.00011
-4.1,-3.5,1.00014
-4,-3.5,1.00018
-3.9,-3.5,1.00024
-3.8,-3.5,1.00031
-3.7,-3.5,1.00042
-3.6,-3.5,1.00068
-3.5,-3.5,1.00225
-3.4,-3.5,1.01054
-3.3,-3.5,1.03234
-3.2,-3.5,1.05381
-3.1,-3.5,1.04748
-3,-3.5,1.02343
-2.9,-3.5,1.00906
-2.8,-3.5,1.00647
-2.7,-3.5,1.00794
-2.6,-3.5,1.01052
-2.5,-3.5,1.01391
-2.4,-3.5,1.01826
-2.3,-3.5,1.02378
-2.2,-3.5,1.0307
-2.1,-3.5,1.03927
-2,-3.5,1.04976
-1.9,-3.5,1.06244
-1.8,-3.5,1.07755
-1.7,-3.5,1.09533
-1.6,-3.5,1.11597
-1.5,-3.5,1.1396
-1.4,-3.5,1.1663
-1.3,-3.5,1.1961
-1.2,-3.5,1.22896
-1.1,-3.5,1.26485
-1,-3.5,1.30379
-0.9,-3.5,1.34597
-0.8,-3.5,1.39185
-0.7,-3.5,1.44234
-0.6,-3.5,1.49901
-0.5,-3.5,1.5643
-0.4,-3.5,1.6417
-0.3,-3.5,1.73592
-0.2,-3.5,1.85288
-0.1,-3.5,1.99964
0,-3.5,2.184
0.1,-3.5,2.41395
0.2,-3.5,2.69678
0.3,-3.5,3.038
0.4,-3.5,3.44013
0.5,-3.5,3.90144
0.6,-3.5,4.41495
0.7,-3.5,4.96779
0.8,-3.5,5.54112
0.9,-3.5,6.11084
1,-3.5,6.64899
1.1,-3.5,7.1259
1.2,-3.5,7.51277
1.3,-3.5,7.78449
1.4,-3.5,7.92219
1.5,-3.5,7.91533
1.6,-3.5,7.76287
1.7,-3.5,7.47339
1.8,-3.5,7.06422
1.9,-3.5,6.55958
2,-3.5,5.98812
2.1,-3.5,5.38013
2.2,-3.5,4.76486
2.3,-3.5,4.16821
2.4,-3.5,3.6111
2.5,-3.5,3.10857
2.6,-3.5,2.6696
2.7,-3.5,2.29759
2.8,-3.5,1.99128
2.9,-3.5,1.74591
3,-3.5,1.55446
3.1,-3.5,1.40876
3.2,-3.5,1.30042
3.3,-3.5,1.22154
3.4,-3.5,1.16513
3.5,-3.5,1.12532
3.6,-3.5,1.0974
3.7,-3.5,1.07776
3.8,-3.5,1.06373
3.9,-3.5,1.05342
4,-3.5,1.04554
4.1,-3.5,1.03923
4.2,-3.5,1.03396
4.3,-3.5,1.02942
4.4,-3.5,1.0254
4.5,-3.5,1.02181
4.6,-3.5,1.01859
4.7,-3.5,1.01572
4.8,-3.5,1.01318
4.9,-3.5,1.01094
5,-3.5,1.009
-5,-3.4,1.00007
-4.9,-3.4,1.00009
-4.8,-3.4,1.00012
-4.7,-3.4,1.00016
-4.6,-3.4,1.0002
-4.5,-3.4,1.00026
-4.4,-3.4,1.00034
-4.3,-3.4,1.00044
-4.2,-3.4,1.00055
-4.1,-3.4,1.0007
-4,-3.4,1.00088
-3.9,-3.4,1.0011
-3.8,-3.4,1.00137
-3.7,-3.4,1.00172
-3.6,-3.4,1.00249
-3.5,-3.4,1.00718
-3.4,-3.4,1.03189
-3.3,-3.4,1.09699
-3.2,-3.4,1.16093
-3.1,-3.4,1.14142
-3,-3.4,1.06855
-2.9,-3.4,1.02432
-2.8,-3.4,1.01487
-2.7,-3.4,1.01697
-2.6,-3.4,1.02157
-2.5,-3.4,1.02758
-2.4,-3.4,1.0352
-2.3,-3.4,1.04478
-2.2,-3.4,1.05673
-2.1,-3.4,1.07147
-2,-3.4,1.08945
-1.9,-3.4,1.11112
-1.8,-3.4,1.13692
-1.7,-3.4,1.16722
-1.6,-3.4,1.20235
-1.5,-3.4,1.24251
-1.4,-3.4,1.28779
-1.3,-3.4,1.33815
-1.2,-3.4,1.39342
-1.1,-3.4,1.45331
-1,-3.4,1.51754
-0.9,-3.4,1.58587
-0.8,-3.4,1.65828
-0.7,-3.4,1.7352
-0.6,-3.4,1.81769
-0.5,-3.4,1.90771
-0.4,-3.4,2.00837
-0.3,-3.4,2.1241
-0.2,-3.4,2.26073
-0.1,-3.4,2.42538
0,-3.4,2.62611
0.1,-3.4,2.87128
0.2,-3.4,3.16871
0.3,-3.4,3.52444
0.4,-3.4,3.94144
0.5,-3.4,4.41831
0.6,-3.4,4.94813
0.7,-3.4,5.51773
0.8,-3.4,6.10767
0.9,-3.4,6.69283
1,-3.4,7.24402
1.1,-3.4,7.7301
1.2,-3.4,8.12086
1.3,-3.4,8.3899
1.4,-3.4,8.5174
1.5,-3.4,8.49235
1.6,-3.4,8.31377
1.7,-3.4,7.99087
1.8,-3.4,7.54213
1.9,-3.4,6.99334
2,-3.4,6.37494
2.1,-3.4,5.7191
2.2,-3.4,5.05686
2.3,-3.4,4.41568
2.4,-3.4,3.8177
2.5,-3.4,3.27877
2.6,-3.4,2.80831
2.7,-3.4,2.40979
2.8,-3.4,2.08173
2.9,-3.4,1.81893
3,-3.4,1.61379
3.1,-3.4,1.45752
3.2,-3.4,1.34113
3.3,-3.4,1.25613
3.4,-3.4,1.19503
3.5,-3.4,1.15157
3.6,-3.4,1.12073
3.7,-3.4,1.09865
3.8,-3.4,1.0825
3.9,-3.4,1.07029
4,-3.4,1.06066
4.1,-3.4,1.05272
4.2,-3.4,1.04591
4.3,-3.4,1.03992
4.4,-3.4,1.03455
4.5,-3.4,1.02972
4.6,-3.4,1.02536
4.7,-3.4,1.02146
4.8,-3.4,1.01799
4.9,-3.4,1.01494
5,-3.4,1.01229
-5,-3.3,1.00032
-4.9,-3.3,1.00043
-4.8,-3.3,1.00057
-4.7,-3.3,1.00076
-4.6,-3.3,1.00099
-4.5,-3.3,1.00128
-4.4,-3.3,1.00165
-4.3,-3.3,1.0021
-4.2,-3.3,1.00264
-4.1,-3.3,1.00331
-4,-3.3,1.0041
-3.9,-3.3,1.00504
-3.8,-3.3,1.00615
-3.7,-3.3,1.00748
-3.6,-3.3,1.00989
-3.5,-3.3,1.02208
-3.4,-3.3,1.08415
-3.3,-3.3,1.2469
-3.2,-3.3,1.40659
-3.1,-3.3,1.35793
-3,-3.3,1.17585
-2.9,-3.3,1.06475
-2.8,-3.3,1.03978
-2.7,-3.3,1.04281
-2.6,-3.3,1.05105
-2.5,-3.3,1.06147
-2.4,-3.3,1.07431
-2.3,-3.3,1.09009
-2.2,-3.3,1.10942
-2.1,-3.3,1.13295
-2,-3.3,1.16138
-1.9,-3.3,1.19542
-1.8,-3.3,1.23575
-1.7,-3.3,1.28298
-1.6,-3.3,1.3376
-1.5,-3.3,1.39994
-1.4,-3.3,1.47012
-1.3,-3.3,1.54802
-1.2,-3.3,1.63328
-1.1,-3.3,1.7253
-1,-3.3,1.82332
-0.9,-3.3,1.92652
-0.8,-3.3,2.03421
-0.7,-3.3,2.14603
-0.6,-3.3,2.26224
-0.5,-3.3,2.38399
-0.4,-3.3,2.51366
-0.3,-3.3,2.65506
-0.2,-3.3,2.81354
-0.1,-3.3,2.99595
0,-3.3,3.2103
0.1,-3.3,3.46512
0.2,-3.3,3.76855
0.3,-3.3,4.12712
0.4,-3.3,4.54437
0.5,-3.3,5.01943
0.6,-3.3,5.54579
0.7,-3.3,6.1106
0.8,-3.3,6.69444
0.9,-3.3,7.27205
1,-3.3,7.81383
1.1,-3.3,8.28815
1.2,-3.3,8.66418
1.3,-3.3,8.91499
1.4,-3.3,9.02037
1.5,-3.3,8.96917
1.6,-3.3,8.76054
1.7,-3.3,8.40418
1.8,-3.3,7.91933
1.9,-3.3,7.33276
2,-3.3,6.67604
2.1,-3.3,5.98249
2.2,-3.3,5.28421
2.3,-3.3,4.60956
2.4,-3.3,3.98134
2.5,-3.3,3.41583
2.6,-3.3,2.92259
2.7,-3.3,2.50503
2.8,-3.3,2.16139
2.9,-3.3,1.88609
3,-3.3,1.67109
3.1,-3.3,1.5071
3.2,-3.3,1.38467
3.3,-3.3,1.2949
3.4,-3.3,1.22995
3.5,-3.3,1.18327
3.6,-3.3,1.14963
3.7,-3.3,1.12502
3.8,-3.3,1.10654
3.9,-3.3,1.0921
4,-3.3,1.08033
4.1,-3.3,1.07033
4.2,-3.3,1.06156
4.3,-3.3,1.0537
4.4,-3.3,1.04657
4.5,-3.3,1.04011
4.6,-3.3,1.03425
4.7,-3.3,1.02899
4.8,-3.3,1.02432
4.9,-3.3,1.0202
5,-3.3,1.01661
-5,-3.2,1.0012
-4.9,-3.2,1.00162
-4.8,-3.2,1.00216
-4.7,-3.2,1.00286
-4.6,-3.2,1.00374
-4.5,-3.2,1.00485
-4.4,-3.2,1.00622
-4.3,-3.2,1.00791
-4.2,-3.2,1.00996
-4.1,-3.2,1.01241
-4,-3.2,1.01532
-3.9,-3.2,1.01873
-3.8,-3.2,1.0227
-3.7,-3.2,1.02733
-3.6,-3.2,1.03437
-3.5,-3.2,1.06187
-3.4,-3.2,1.19308
-3.3,-3.2,1.53342
-3.2,-3.2,1.86738
-3.1,-3.2,1.76843
-3,-3.2,1.39208
-2.9,-3.2,1.16264
-2.8,-3.2,1.11138
-2.7,-3.2,1.1173
-2.6,-3.2,1.13277
-2.5,-3.2,1.15117
-2.4,-3.2,1.1726
-2.3,-3.2,1.19775
-2.2,-3.2,1.22742
-2.1,-3.2,1.26252
-2,-3.2,1.30403
-1.9,-3.2,1.35298
-1.8,-3.2,1.41035
-1.7,-3.2,1.47705
-1.6,-3.2,1.55385
-1.5,-3.2,1.64127
-1.4,-3.2,1.73952
-1.3,-3.2,1.84846
-1.2,-3.2,1.96754
-1.1,-3.2,2.09584
-1,-3.2,2.23208
-0.9,-3.2,2.37477
-0.8,-3.2,2.52237
-0.7,-3.2,2.67356
-0.6,-3.2,2.82757
-0.5,-3.2,2.98448
-0.4,-3.2,3.14561
-0.3,-3.2,3.31382
-0.2,-3.2,3.49366
-0.1,-3.2,3.69137
0,-3.2,3.9146
0.1,-3.2,4.17177
0.2,-3.2,4.47118
0.3,-3.2,4.81976
0.4,-3.2,5.22161
0.5,-3.2,5.67659
0.6,-3.2,6.17901
0.7,-3.2,6.71682
0.8,-3.2,7.27136
0.9,-3.2,7.81804
1,-3.2,8.3278
1.1,-3.2,8.76943
1.2,-3.2,9.11241
1.3,-3.2,9.33005
1.4,-3.2,9.40236
1.5,-3.2,9.31835
1.6,-3.2,9.07742
1.7,-3.2,8.68955
1.8,-3.2,8.17428
1.9,-3.2,7.55874
2,-3.2,6.87484
2.1,-3.2,6.15624
2.2,-3.2,5.4353
2.3,-3.2,4.74054
2.4,-3.2,4.09485
2.5,-3.2,3.51444
2.6,-3.2,3.00876
2.7,-3.2,2.58097
2.8,-3.2,2.22903
2.9,-3.2,1.94707
3,-3.2,1.72668
3.1,-3.2,1.55829
3.2,-3.2,1.43217
3.3,-3.2,1.33919
3.4,-3.2,1.27133
3.5,-3.2,1.2219
3.6,-3.2,1.18558
3.7,-3.2,1.15833
3.8,-3.2,1.13719
3.9,-3.2,1.1201
4,-3.2,1.1057
4.1,-3.2,1.09312
4.2,-3.2,1.08184
4.3,-3.2,1.07158
4.4,-3.2,1.06219
4.5,-3.2,1.05361
4.6,-3.2,1.04581
4.7,-3.2,1.03879
4.8,-3.2,1.03254
4.9,-3.2,1.02703
5,-3.2,1.02224
-5,-3.1,1.0034
-4.9,-3.1,1.00459
-4.8,-3.1,1.00614
-4.7,-3.1,1.00812
-4.6,-3.1,1.01063
-4.5,-3.1,1.01378
-4.4,-3.1,1.01769
-4.3,-3.1,1.02248
-4.2,-3.1,1.02827
-4.1,-3.1,1.0352
-4,-3.1,1.04339
-3.9,-3.1,1.05296
-3.8,-3.1,1.06402
-3.7,-3.1,1.07678
-3.6,-3.1,1.09422
-3.5,-3.1,1.14753
-3.4,-3.1,1.38061
-3.3,-3.1,1.9757
-3.2,-3.1,2.55993
-3.1,-3.1,2.39549
-3,-3.1,1.75112
-2.9,-3.1,1.36036
-2.8,-3.1,1.27697
-2.7,-3.1,1.29135
-2.6,-3.1,1.32075
-2.5,-3.1,1.35331
-2.4,-3.1,1.38876
-2.3,-3.1,1.42781
-2.2,-3.1,1.47138
-2.1,-3.1,1.52057
-2,-3.1,1.57663
-1.9,-3.1,1.64089
-1.8,-3.1,1.71472
-1.7,-3.1,1.7994
-1.6,-3.1,1.89607
-1.5,-3.1,2.00557
-1.4,-3.1,2.12836
-1.3,-3.1,2.26442
-1.2,-3.1,2.41317
-1.1,-3.1,2.57345
-1,-3.1,2.7436
-0.9,-3.1,2.9215
-0.8,-3.1,3.10482
-0.7,-3.1,3.29127
-0.6,-3.1,3.47896
-0.5,-3.1,3.66681
-0.4,-3.1,3.85495
-0.3,-3.1,4.04507
-0.2,-3.1,4.24069
-0.1,-3.1,4.44719
0,-3.1,4.67156
0.1,-3.1,4.92189
0.2,-3.1,5.20639
0.3,-3.1,5.53222
0.4,-3.1,5.90404
0.5,-3.1,6.32251
0.6,-3.1,6.78299
0.7,-3.1,7.27462
0.8,-3.1,7.78011
0.9,-3.1,8.27623
1,-3.1,8.7353
1.1,-3.1,9.12739
1.2,-3.1,9.42313
1.3,-3.1,9.59677
1.4,-3.1,9.62906
1.5,-3.1,9.50952
1.6,-3.1,9.23782
1.7,-3.1,8.82397
1.8,-3.1,8.28738
1.9,-3.1,7.65484
2,-3.1,6.95784
2.1,-3.1,6.22951
2.2,-3.1,5.50166
2.3,-3.1,4.80226
2.4,-3.1,4.15365
2.5,-3.1,3.57158
2.6,-3.1,3.06505
2.7,-3.1,2.63688
2.8,-3.1,2.28475
2.9,-3.1,2.00254
3,-3.1,1.78171
3.1,-3.1,1.61256
3.2,-3.1,1.48531
3.3,-3.1,1.39081
3.4,-3.1,1.32103
3.5,-3.1,1.26932
3.6,-3.1,1.2304
3.7,-3.1,1.20028
3.8,-3.1,1.17608
3.9,-3.1,1.1558
4,-3.1,1.13816
4.1,-3.1,1.12233
4.2,-3.1,1.10787
4.3,-3.1,1.09455
4.4,-3.1,1.08225
4.5,-3.1,1.07096
4.6,-3.1,1.06067
4.7,-3.1,1.05139
4.8,-3.1,1.04312
4.9,-3.1,1.03582
5,-3.1,1.02947
-5,-3,1.0072
-4.9,-3,1.00972
-4.8,-3,1.01299
-4.7,-3,1.01719
-4.6,-3,1.02251
-4.5,-3,1.02918
-4.4,-3,1.03745
-4.3,-3,1.04757
-4.2,-3,1.05981
-4.1,-3,1.07444
-4,-3,1.09172
-3.9,-3,1.11188
-3.8,-3,1.13512
-3.7,-3,1.16176
-3.6,-3,1.19612
-3.5,-3,1.28303
-3.4,-3,1.62965
-3.3,-3,2.49827
-3.2,-3,3.35178
-3.1,-3,3.12746
-3,-3,2.21203
-2.9,-3,1.66145
-2.8,-3,1.55281
-2.7,-3,1.58381
-2.6,-3,1.63485
-2.5,-3,1.6884
-2.4,-3,1.74357
-2.3,-3,1.8009
-2.2,-3,1.86129
-2.1,-3,1.92587
-2,-3,1.99606
-1.9,-3,2.07348
-1.8,-3,2.15983
-1.7,-3,2.25685
-1.6,-3,2.36611
-1.5,-3,2.48891
-1.4,-3,2.62612
